year,region,school,student
2015,구로구,중학교,27.4
2015,구로구,고등학교,30.4
2015,금천구,유치원,19
2015,금천구,초등학교,22.4
2015,금천구,중학교,26
2015,금천구,고등학교,29.2
2015,영등포구,유치원,22.8
2015,영등포구,초등학교,22.3
2015,영등포구,중학교,28.1
2015,영등포구,고등학교,28.8
2015,동작구,유치원,20.7
2015,동작구,초등학교,25
2015,동작구,중학교,28.6
2015,동작구,고등학교,30.2
2015,관악구,유치원,21.8
2015,관악구,초등학교,23.9
2015,관악구,중학교,27.6
2015,관악구,고등학교,27.3
2015,서초구,유치원,23.5
2015,서초구,초등학교,27.2
2015,서초구,중학교,30
2015,서초구,고등학교,32.7
2015,강남구,유치원,22.5
2015,강남구,초등학교,25.3
2015,강남구,중학교,29.2
2015,강남구,고등학교,33.9
2015,송파구,유치원,22.4
2015,송파구,초등학교,24.8
2015,송파구,중학교,29.3
2015,송파구,고등학교,30.8
2015,강동구,유치원,22.5
2015,강동구,초등학교,24.1
2015,강동구,중학교,27.6
2015,강동구,고등학교,29.1
2014,전체,유치원,21.9
2014,전체,초등학교,24.3
2014,전체,중학교,30.2
2014,전체,고등학교,30.9
2014,종로구,유치원,22
2014,종로구,초등학교,21.2
2014,종로구,중학교,27.7
2014,종로구,고등학교,30.7
2014,중구,유치원,17.5
2014,중구,초등학교,23
2014,중구,중학교,23.9
2014,중구,고등학교,28.2
2014,용산구,유치원,22.3
2014,용산구,초등학교,22.7
2014,용산구,중학교,28.7
2014,용산구,고등학교,27.8
2014,성동구,유치원,24.3
2014,성동구,초등학교,22.7
2014,성동구,중학교,28.5
2014,성동구,고등학교,28.2
2014,광진구,유치원,24.1
2014,광진구,초등학교,24.2
2014,광진구,중학교,30.6
2014,광진구,고등학교,34.5
2014,동대문구,유치원,20.4
2014,동대문구,초등학교,23.7
2014,동대문구,중학교,29
2014,동대문구,고등학교,29.6
2014,중랑구,유치원,21.7
2014,중랑구,초등학교,23.1
2014,중랑구,중학교,29.4
2014,중랑구,고등학교,29.3
2014,성북구,유치원,23.1
2014,성북구,초등학교,24.8
2014,성북구,중학교,30.1
2014,성북구,고등학교,29.9
2014,강북구,유치원,22.5
2014,강북구,초등학교,24.5
2014,강북구,중학교,31.7
2014,강북구,고등학교,30.2
2014,도봉구,유치원,20.4
2014,도봉구,초등학교,23.8
2014,도봉구,중학교,30.4
2014,도봉구,고등학교,29.7
2014,노원구,유치원,21.2
2014,노원구,초등학교,24.1
2014,노원구,중학교,31.7
2014,노원구,고등학교,31.7
2014,은평구,유치원,18.3
2014,은평구,초등학교,24.2
2014,은평구,중학교,31.2
2014,은평구,고등학교,30.3
2014,서대문구,유치원,21.4
2014,서대문구,초등학교,23.9
2014,서대문구,중학교,28
2014,서대문구,고등학교,31.1
2014,마포구,유치원,22.9
2014,마포구,초등학교,23.8
2014,마포구,중학교,30.2
2014,마포구,고등학교,31
2014,양천구,유치원,22.3
2014,양천구,초등학교,24.8
2014,양천구,중학교,32.2
2014,양천구,고등학교,33.4
2014,강서구,유치원,21.5
2014,강서구,초등학교,24.3
2014,강서구,중학교,30.3
2014,강서구,고등학교,30.2
2014,구로구,유치원,22.6
2014,구로구,초등학교,24.1
2014,구로구,중학교,29.5
2014,구로구,고등학교,31.3
2014,금천구,유치원,20.9
2014,금천구,초등학교,22.6
2014,금천구,중학교,28.6
2014,금천구,고등학교,29.8
2014,영등포구,유치원,23.5
2014,영등포구,초등학교,22.6
2014,영등포구,중학교,29.7
2014,영등포구,고등학교,30
2014,동작구,유치원,20.7
2014,동작구,초등학교,25.4
2014,동작구,중학교,29.9
2014,동작구,고등학교,31.1
2014,관악구,유치원,21
2014,관악구,초등학교,24.1
2014,관악구,중학교,29.8
2014,관악구,고등학교,28.2
2014,서초구,유치원,23.9
2014,서초구,초등학교,27.1
2014,서초구,중학교,31.6
2014,서초구,고등학교,33.8
2014,강남구,유치원,22.3
2014,강남구,초등학교,25.6
2014,강남구,중학교,30.4
2014,강남구,고등학교,34.4
2014,송파구,유치원,23.8
2014,송파구,초등학교,25.3
2014,송파구,중학교,30.9
2014,송파구,고등학교,31.8
2014,강동구,유치원,22.7
2014,강동구,초등학교,24.5
2014,강동구,중학교,29.1
2014,강동구,고등학교,29.9
