학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000008236,배화여자중학교,중학교,1898-10-02,사립,본교,운영,서울특별시 종로구 누상동 150,서울특별시 종로구 필운대로1길 34,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.57954401,126.9672919,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008244,한양중학교,중학교,1948-09-01,사립,본교,운영,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.5658716,127.0114433,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008461,창문여자중학교,중학교,1972-10-10,사립,본교,운영,서울특별시 강북구 미아동 8-16,서울특별시 강북구 월계로 61,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.6134057,127.0357962,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008438,석관중학교,중학교,1982-12-09,공립,본교,운영,서울특별시 성북구 석관동 88-2,서울특별시 성북구 한천로 526,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.60814014,127.0667131,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008253,신광여자중학교,중학교,1946-10-01,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.54289988,126.9694475,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008444,용문중학교,중학교,1946-10-12,사립,본교,운영,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17길 46,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.58869033,127.0246608,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008371,개원중학교,중학교,1984-12-04,공립,본교,운영,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49163975,127.0714157,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008203,선덕중학교,중학교,1979-09-15,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.65634868,127.0268766,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008402,삼성중학교,중학교,1970-08-01,공립,본교,운영,서울특별시 관악구 신림동 220-1,서울특별시 관악구 신림로3가길 39-24,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.4676059,126.9425132,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008453,삼각산중학교,중학교,2003-03-01,공립,본교,운영,서울특별시 강북구 미아동 1357-11,서울특별시 강북구 삼양로19길 141,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.61614897,127.0145684,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008363,도곡중학교,중학교,1991-04-23,공립,본교,운영,서울특별시 강남구 도곡동 541-2,서울특별시 강남구 언주로57길 31,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49230771,127.0452179,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008154,숭문중학교,중학교,1906-04-01,사립,본교,운영,서울특별시 마포구 대흥동 28-16,서울특별시 마포구 숭문길 99,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.55089081,126.9457689,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008312,강신중학교,중학교,1988-12-24,공립,본교,운영,서울특별시 양천구 신월동 1010,서울특별시 양천구 남부순환로 604,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.51513716,126.8381601,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008317,양정중학교,중학교,1905-05-12,사립,본교,운영,서울특별시 양천구 목동 911-2,서울특별시 양천구 안양천로 1039,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.535384,126.8877343,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008276,보성중학교,중학교,1906-09-05,사립,본교,운영,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.52008989,127.1357293,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008156,경성중학교,중학교,1967-10-23,사립,본교,운영,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.56351064,126.9191663,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008191,북서울중학교,중학교,1985-12-08,공립,본교,운영,서울특별시 도봉구 도봉동 585,서울특별시 도봉구 도봉로169가길 33,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.68154186,127.0428342,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008309,양서중학교,중학교,1990-05-06,공립,본교,운영,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.53262929,126.8291351,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008107,상봉중학교,중학교,2001-05-06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.60152799,127.0901246,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008293,천호중학교,중학교,1969-11-07,공립,본교,운영,서울특별시 강동구 천호동 38-1,서울특별시 강동구 상암로 153,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.54651926,127.139698,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008435,삼선중학교,중학교,1960-05-03,공립,본교,운영,서울특별시 성북구 동소문동4가 278-174,서울특별시 성북구 동소문로3길 69,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.59174763,127.0078716,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008131,충암중학교,중학교,1966-03-01,사립,본교,운영,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.58464029,126.9218095,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008126,숭실중학교,중학교,1897-10-10,사립,본교,운영,서울특별시 은평구 신사동 300-88,서울특별시 은평구 은평터널로7길 6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.59327482,126.9024039,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008351,신동중학교,중학교,1990-05-22,공립,본교,운영,서울특별시 서초구 잠원동 54-6,서울특별시 서초구 나루터로 27,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.5169159,127.0129154,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008207,불암중학교,중학교,1993-03-01,공립,본교,운영,서울특별시 노원구 하계동 288-3,서울특별시 노원구 한글비석로5길 45,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.64573547,127.0734572,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008430,동국대학교사범대학부속여자중학교,중학교,1930-06-20,사립,본교,운영,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.54192936,127.0869731,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008224,신상중학교,중학교,1988-05-04,공립,본교,운영,서울특별시 노원구 상계동 754-4,서울특별시 노원구 동일로216길 42,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.65190308,127.0639869,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008205,상경중학교,중학교,1989-04-27,공립,본교,운영,서울특별시 노원구 상계동 653,서울특별시 노원구 동일로227길 61,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.66714877,127.0537053,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008370,청담중학교,중학교,1984-04-27,공립,본교,운영,서울특별시 강남구 청담동 143,서울특별시 강남구 압구정로61길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.52865979,127.0448101,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008099,대광중학교,중학교,1947-10-25,사립,본교,운영,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.57795467,127.0253235,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008324,경서중학교,중학교,1993-04-04,공립,본교,운영,서울특별시 강서구 가양동 1483,서울특별시 강서구 양천로59길 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.56124186,126.857764,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008085,숭인중학교,중학교,1975-06-01,공립,본교,운영,서울특별시 동대문구 답십리동 463-1,서울특별시 동대문구 천호대로47길 34,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.57392046,127.044089,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008346,서일중학교,중학교,1987-04-30,공립,본교,운영,서울특별시 서초구 서초동 1313,서울특별시 서초구 서운로21길 2,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49852986,127.0232207,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008181,당산중학교,중학교,1968-10-02,공립,본교,운영,서울특별시 영등포구 당산동 121,서울특별시 영등포구 버드나루로 160,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.53203308,126.907614,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008322,수명중학교,중학교,2008-03-01,공립,본교,운영,서울특별시 강서구 내발산동 757,서울특별시 강서구 수명로2길 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.54856699,126.8240596,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008220,중계중학교,중학교,1994-05-06,공립,본교,운영,서울특별시 노원구 중계동 358-3,서울특별시 노원구 덕릉로76길 23,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.65563822,127.0752409,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008337,신정여자중학교,중학교,1978-12-05,사립,본교,운영,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.53838143,126.8570622,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008455,번동중학교,중학교,1992-04-28,공립,본교,운영,서울특별시 강북구 번동 231,서울특별시 강북구 오현로35길 87,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.63244533,127.0362077,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008109,중랑중학교,중학교,1973-10-15,공립,본교,운영,서울특별시 중랑구 중화동 276-1,서울특별시 중랑구 동일로140길 33,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.60535089,127.0807928,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008328,방화중학교,중학교,1986-04-17,공립,본교,운영,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.56433471,126.8071069,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008320,성재중학교,중학교,1995-06-07,공립,본교,운영,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.56944938,126.8452953,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008134,연북중학교,중학교,1985-05-14,공립,본교,운영,서울특별시 서대문구 연희동 141,서울특별시 서대문구 연희로36길 32,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.577581,126.9384801,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008093,휘경중학교,중학교,1969-11-11,공립,본교,운영,서울특별시 동대문구 휘경동 286-66,서울특별시 동대문구 망우로18나길 20,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.58709299,127.0617461,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008407,서울문영여자중학교,중학교,1936-09-29,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.47290457,126.9509181,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008303,신서중학교,중학교,1983-05-06,공립,본교,운영,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 206,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.51596644,126.8550164,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008248,선린중학교,중학교,1899-06-24,공립,본교,운영,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.54296872,126.9649361,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008280,일신여자중학교,중학교,1974-03-01,사립,본교,운영,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.501777,127.1142413,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008345,방배중학교,중학교,1981-04-30,공립,본교,운영,서울특별시 서초구 반포동 586-1,서울특별시 서초구 동광로 144,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49486827,126.997827,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008278,보인중학교,중학교,1908-06-08,사립,본교,운영,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.4975692,127.1395178,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000023966,환일중학교,중학교,1947-06-24,사립,본교,운영,서울특별시 중구 만리동2가 218-2,서울특별시 중구 환일길 47,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.553608,126.962807,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008150,아현중학교,중학교,1980-02-02,공립,본교,운영,서울특별시 마포구 아현동 267-1,서울특별시 마포구 마포대로 247,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.55640071,126.9565,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008216,녹천중학교,중학교,1995-05-06,공립,본교,운영,서울특별시 노원구 월계동 321-7,서울특별시 노원구 월계로 376,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.63108361,127.0617375,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008145,서울여자중학교,중학교,1955-03-02,공립,본교,운영,서울특별시 마포구 염리동 128-2,서울특별시 마포구 백범로25길 34,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.5477805,126.94907,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008358,대청중학교,중학교,1987-05-06,공립,본교,운영,서울특별시 강남구 대치동 502,서울특별시 강남구 양재천로 321,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49043056,127.0583501,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008362,대치중학교,중학교,1986-01-29,공립,본교,운영,서울특별시 강남구 도곡동 460,서울특별시 강남구 남부순환로378길 39,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.48457751,127.0470652,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000024510,세곡중학교,중학교,2013-06-05,공립,본교,운영,서울특별시 강남구 자곡동 617,서울특별시 강남구 자곡로 81,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.47198073,127.0918862,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008315,월촌중학교,중학교,1991-05-04,공립,본교,운영,서울특별시 양천구 목동 909,서울특별시 양천구 목동서로 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.53706518,126.8827588,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008179,동일중학교,중학교,1969-03-06,사립,본교,운영,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.45193626,126.9158199,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000022778,가재울중학교,중학교,2013-05-21,공립,본교,운영,서울특별시 서대문구 북가좌동 472,서울특별시 서대문구 수색로 100-75,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.57517186,126.9099537,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008213,노원중학교,중학교,1989-05-04,공립,본교,운영,서울특별시 노원구 상계동 743,서울특별시 노원구 동일로213길 26,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.64936114,127.059692,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008135,서연중학교,중학교,1985-05-06,공립,본교,운영,서울특별시 서대문구 연희동 267-1,서울특별시 서대문구 연희로11마길 9-6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.56822527,126.9273336,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008311,양천중학교,중학교,1990-05-04,공립,본교,운영,서울특별시 양천구 신월동 948,서울특별시 양천구 지양로7길 32,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.51900116,126.8305508,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008128,예일여자중학교,중학교,1965-09-26,사립,본교,운영,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.6109459,126.9147928,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008190,여의도중학교,중학교,1973-06-03,공립,본교,운영,서울특별시 영등포구 여의도동 40-1,서울특별시 영등포구 국제금융로7길 46,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.5239802,126.9357531,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008140,동명여자중학교,중학교,1921-06-03,사립,본교,운영,서울특별시 서대문구 천연동 31-1,서울특별시 서대문구 독립문로 49,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.56861542,126.9622529,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008247,용산중학교,중학교,1945-09-09,공립,본교,운영,서울특별시 용산구 용산동2가 1-1623,서울특별시 용산구 두텁바위로 74,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.546003,126.980976,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008395,당곡중학교,중학교,1983-05-09,공립,본교,운영,서울특별시 관악구 봉천동 682,서울특별시 관악구 봉천로13길 101,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.4923589,126.9326777,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008413,경수중학교,중학교,1981-05-04,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 14,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.53950904,127.0592712,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008429,구의중학교,중학교,1984-04-30,공립,본교,운영,서울특별시 광진구 화양동 303-18,서울특별시 광진구 광나루로30길 80,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.5428503,127.0788404,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008112,영란여자중학교,중학교,1969-01-15,사립,본교,운영,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.6031324,127.1053324,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008127,선일여자중학교,중학교,1967-10-28,사립,본교,운영,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.62030421,126.9119931,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008427,광진중학교,중학교,1979-10-10,공립,본교,운영,서울특별시 광진구 자양동 693,서울특별시 광진구 뚝섬로64길 45,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.53221959,127.0901621,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008219,상계제일중학교,중학교,1971-01-16,공립,본교,운영,서울특별시 노원구 중계동 132,서울특별시 노원구 덕릉로86길 29-15,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.6610756,127.0780785,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008182,당산서중학교,중학교,1982-12-09,공립,본교,운영,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.53248394,126.8988251,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000022771,천왕중학교,중학교,2013-03-01,공립,본교,운영,서울특별시 구로구 천왕동 273-1,서울특별시 구로구 천왕로 63,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.48265442,126.8373336,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008451,수송중학교,중학교,2001-05-16,공립,본교,운영,서울특별시 강북구 번동 456-1,서울특별시 강북구 한천로122길 21,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.63680065,127.0339176,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008440,장위중학교,중학교,1984-12-08,공립,본교,운영,서울특별시 성북구 장위동 231-623,서울특별시 성북구 장위로4길 70,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.61129251,127.0408412,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008321,삼정중학교,중학교,1994-05-04,공립,본교,운영,서울특별시 강서구 방화동 856,서울특별시 강서구 금낭화로 210,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.5814869,126.8106015,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008144,명지중학교,중학교,1948-04-12,사립,본교,운영,서울특별시 서대문구 홍은동 323-9,서울특별시 서대문구 명지2길 56,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.58491135,126.9270902,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008391,성남중학교,중학교,1938-04-25,사립,본교,운영,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.50528157,126.9266153,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008422,광장중학교,중학교,1983-04-06,공립,본교,운영,서울특별시 광진구 광장동 394-5,서울특별시 광진구 광장로1길 1,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.54717752,127.1019276,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008350,언남중학교,중학교,1989-05-10,공립,본교,운영,서울특별시 서초구 양재동 310,서울특별시 서초구 동산로 55,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.47240137,127.044281,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008333,등원중학교,중학교,1995-05-04,공립,본교,운영,서울특별시 강서구 등촌동 707-4,서울특별시 강서구 화곡로65길 50,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.55971763,126.8516806,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008361,대명중학교,중학교,1990-05-01,공립,본교,운영,서울특별시 강남구 대치동 952,서울특별시 강남구 역삼로87길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.50633641,127.0609849,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008214,노일중학교,중학교,1995-05-04,공립,본교,운영,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.67260103,127.0535508,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008287,명일중학교,중학교,1984-05-14,공립,본교,운영,서울특별시 강동구 고덕동 489,서울특별시 강동구 양재대로156길 57,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.55759545,127.1472905,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008130,영락중학교,중학교,1952-06-10,사립,본교,운영,서울특별시 은평구 응암동 226-13,서울특별시 은평구 백련산로 134-6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.5969603,126.925133,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008218,신창중학교,중학교,1984-05-06,공립,본교,운영,서울특별시 노원구 월계동 805-5,서울특별시 노원구 월계로45길 92,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.6285588,127.0474776,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008272,풍납중학교,중학교,1983-04-11,공립,본교,운영,서울특별시 송파구 풍납동 390,서울특별시 송파구 올림픽로43길 20,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.525365,127.1156283,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008106,태릉중학교,중학교,1976-03-18,공립,본교,운영,서울특별시 중랑구 묵동 121-278,서울특별시 중랑구 공릉로2길 60-25,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.61253191,127.0834356,2024-09-20,B555223,재단법인한국지방교육행정연구재단
